Id,Contact Id,OrderId,OrderDate,OrderTotal,Invoice id,Contact: TotalTheo Renewal Date,Contact: First Purchase Date
246540,791756,246540,2/9/21,$297.00 ,246540,7/9/22,2/9/21
246542,654045,246542,2/9/21,$297.00 ,246542,10/9/22,2/9/21
246544,529,246544,2/9/21,$297.00 ,246544,11/9/22,2/12/16
246546,654487,246546,2/9/21,$297.00 ,246546,7/9/23,1/19/20
246548,68946,246548,2/9/21,$300.00 ,246548,2/18/24,4/15/17
246550,202934,246550,2/9/21,$300.00 ,246550,2/16/23,9/1/17
246552,91942,246552,2/9/21,$297.00 ,246552,4/5/24,12/5/16
246554,386494,246554,2/9/21,$297.00 ,246554,9/23/21,2/9/21
246560,718721,246560,2/9/21,$297.00 ,246560,5/9/21,2/9/21
246564,1601,246564,2/9/21,$300.00 ,246564,11/22/23,2/1/16
246566,90668,246566,2/9/21,$300.00 ,246566,10/29/23,12/29/16
246568,84252,246568,2/9/21,$298.00 ,246568,5/9/21,11/15/16
246570,390848,246570,2/9/21,$298.00 ,246570,3/11/23,8/1/18
246572,788194,246572,2/9/21,$297.00 ,246572,10/20/23,2/9/21
246574,396268,246574,2/9/21,$297.00 ,246574,5/9/22,2/9/21
246580,792046,246580,2/9/21,$300.00 ,246580,5/9/21,2/9/21
246582,637491,246582,2/9/21,$297.00 ,246582,5/9/21,11/1/19
246584,155838,246584,2/9/21,$298.00 ,246584,8/18/21,7/10/17
246586,1057,246586,2/9/21,$297.00 ,246586,11/28/23,6/25/16
246592,10013,246592,2/9/21,$298.00 ,246592,2/16/21,2/9/21
246594,129806,246594,2/9/21,$300.00 ,246594,8/11/24,12/7/17
246596,775034,246596,2/9/21,$297.00 ,246596,2/12/21,2/9/21
246598,837298,246598,2/9/21,$297.00 ,246598,5/9/23,2/9/21
246600,797800,246600,2/9/21,$297.00 ,246600,8/9/22,2/9/21
246602,729059,246602,2/9/21,$297.00 ,246602,5/9/21,2/9/21
246608,816472,246608,2/9/21,$297.00 ,246608,5/9/21,2/9/21
246618,52976,246618,2/9/21,$297.00 ,246618,5/9/24,9/4/19
246622,4407,246622,2/9/21,$297.00 ,246622,5/9/24,7/22/16
246630,704455,246630,2/9/21,$300.00 ,246630,5/9/21,6/12/20
246632,837376,246632,2/9/21,$297.00 ,246632,5/9/21,2/9/21
246634,837384,246634,2/9/21,$300.00 ,246634,3/4/21,2/9/21
246644,837456,246644,2/9/21,$300.00 ,246644,8/9/21,2/9/21
246650,743211,246650,2/9/21,$297.00 ,246650,5/10/23,2/9/21
246654,837506,246654,2/9/21,$300.00 ,246654,7/9/23,2/9/21
246656,322636,246656,2/9/21,$297.00 ,246656,5/9/21,12/8/19
246664,837540,246664,2/9/21,$298.00 ,246664,5/9/21,2/9/21
246666,837554,246666,2/9/21,$297.00 ,246666,5/9/21,2/9/21
246670,32092,246670,2/9/21,$297.00 ,246670,5/14/23,6/12/16
246678,837616,246678,2/10/21,$300.00 ,246678,4/6/23,2/10/21
246680,281818,246680,2/10/21,$300.00 ,246680,5/10/21,1/3/18
246682,836494,246682,2/10/21,$297.00 ,246682,12/7/22,2/10/21
246758,617113,246758,2/10/21,$300.00 ,246758,5/10/21,9/19/19
246760,407877,246760,2/10/21,$298.00 ,246760,3/30/21,2/10/21
246762,837750,246762,2/10/21,$297.00 ,246762,5/10/21,2/10/21
246766,813402,246766,2/10/21,$300.00 ,246766,3/4/23,2/10/21
246768,7589,246768,2/10/21,$297.00 ,246768,8/10/23,3/31/16
246770,14667,246770,2/10/21,$300.00 ,246770,12/14/22,3/22/16
246786,834488,246786,2/10/21,$297.00 ,246786,5/10/22,2/10/21
246790,101556,246790,2/10/21,$297.00 ,246790,8/10/22,12/30/16
246794,31356,246794,2/10/21,$297.00 ,246794,5/10/22,2/10/21
246804,547399,246804,2/10/21,$297.00 ,246804,1/3/23,4/26/19
246814,30376,246814,2/10/21,$297.00 ,246814,2/17/23,5/2/16
246820,645171,246820,2/10/21,$298.00 ,246820,12/10/22,12/5/19
246824,812696,246824,2/10/21,$297.00 ,246824,3/1/24,2/10/21
246826,1939,246826,2/10/21,$297.00 ,246826,5/10/22,7/22/16
246828,405015,246828,2/10/21,$300.00 ,246828,11/10/23,9/13/18
246832,41040,246832,2/10/21,$300.00 ,246832,9/1/21,3/28/17
246834,76844,246834,2/10/21,$297.00 ,246834,9/8/21,10/21/16
246836,101872,246836,2/10/21,$300.00 ,246836,8/9/21,1/1/17
246838,26173,246838,2/10/21,$297.00 ,246838,4/6/24,2/10/21
246848,12381,246848,2/10/21,$297.00 ,246848,5/10/21,6/26/16
246850,167,246850,2/10/21,$297.00 ,246850,11/15/22,2/1/16
246852,624295,246852,2/10/21,$297.00 ,246852,5/10/22,9/13/19
246858,679993,246858,2/10/21,$297.00 ,246858,5/10/21,5/26/20
246860,208056,246860,2/10/21,$297.00 ,246860,5/10/22,9/14/17
246862,834614,246862,2/10/21,$297.00 ,246862,11/10/23,2/10/21
246864,316550,246864,2/10/21,$297.00 ,246864,9/28/21,2/10/21
246872,568809,246872,2/10/21,$297.00 ,246872,12/3/22,5/15/19
246884,103722,246884,2/10/21,$300.00 ,246884,11/25/21,5/2/17
246886,1689,246886,2/10/21,$297.00 ,246886,3/17/21,1/26/16
246892,23765,246892,2/10/21,$297.00 ,246892,2/28/24,5/3/16
246894,715,246894,2/10/21,$297.00 ,246894,8/10/24,5/3/16
246904,838412,246904,2/10/21,$297.00 ,246904,5/11/21,2/10/21
246982,262354,246982,2/11/21,$297.00 ,246982,9/22/21,8/30/18
246984,838470,246984,2/11/21,$297.00 ,246984,2/11/21,2/11/21
247010,367770,247010,2/11/21,$297.00 ,247010,3/22/23,8/24/18
247014,250298,247014,2/11/21,$297.00 ,247014,6/12/22,2/11/21
247016,172326,247016,2/11/21,$297.00 ,247016,5/10/22,12/27/20
247018,138776,247018,2/11/21,$300.00 ,247018,8/11/22,4/25/17
247020,625571,247020,2/11/21,$300.00 ,247020,2/16/24,9/18/19
247028,137528,247028,2/11/21,$300.00 ,247028,5/8/23,3/8/17
247032,11393,247032,2/11/21,$297.00 ,247032,5/11/22,2/11/21
247036,738355,247036,2/11/21,$297.00 ,247036,3/1/23,8/4/20
247042,103792,247042,2/11/21,$297.00 ,247042,5/11/21,1/4/17
247046,835470,247046,2/11/21,$298.00 ,247046,5/12/22,2/8/21
247048,105982,247048,2/11/21,$297.00 ,247048,5/11/21,5/9/20
247052,341652,247052,2/11/21,$300.00 ,247052,7/26/22,2/11/21
247058,838858,247058,2/11/21,$297.00 ,247058,5/11/21,2/11/21
247060,263814,247060,2/11/21,$300.00 ,247060,1/2/24,2/17/18
247066,743603,247066,2/11/21,$297.00 ,247066,9/20/22,2/11/21
247072,364064,247072,2/11/21,$297.00 ,247072,5/11/21,2/11/21
247076,755222,247076,2/11/21,$297.00 ,247076,5/12/22,2/11/21
247088,723041,247088,2/11/21,$297.00 ,247088,5/12/23,7/14/20
247132,535865,247132,2/12/21,$300.00 ,247132,12/3/22,7/29/19
247136,369650,247136,2/12/21,$297.00 ,247136,7/26/22,6/28/18
247160,33418,247160,2/12/21,$300.00 ,247160,5/13/22,7/5/17
247180,810588,247180,2/12/21,$297.00 ,247180,6/12/23,2/12/21
247184,835766,247184,2/12/21,$298.00 ,247184,8/12/24,2/12/21
247186,839458,247186,2/12/21,$300.00 ,247186,5/16/22,2/12/21
247188,236514,247188,2/12/21,$297.00 ,247188,10/6/22,10/26/17
247190,14121,247190,2/12/21,$149.00 ,247190,8/6/21,3/21/16
247192,834262,247192,2/12/21,$297.00 ,247192,11/15/23,2/12/21
247198,476849,247198,2/12/21,$297.00 ,247198,1/18/23,1/23/19
247202,200032,247202,2/12/21,$300.00 ,247202,8/12/24,8/24/17
247218,93296,247218,2/12/21,$297.00 ,247218,5/18/21,2/12/21
247226,253700,247226,2/13/21,$297.00 ,247226,6/13/23,2/8/19
247288,16579,247288,2/13/21,$297.00 ,247288,5/13/21,3/30/16
247290,747628,247290,2/13/21,$297.00 ,247290,8/13/23,9/12/20
247332,838634,247332,2/13/21,$300.00 ,247332,3/16/21,2/13/21
247340,707653,247340,2/13/21,$297.00 ,247340,5/13/21,2/13/21
247422,30222,247422,2/14/21,$297.00 ,247422,5/14/21,5/1/16
247432,834830,247432,2/14/21,$300.00 ,247432,3/30/21,2/14/21
247466,426871,247466,2/14/21,$297.00 ,247466,11/15/23,10/30/18
247470,842978,247470,2/14/21,$297.00 ,247470,5/14/21,2/14/21
247478,835932,247478,2/14/21,$297.00 ,247478,8/12/23,2/14/21
247482,831956,247482,2/14/21,$298.00 ,247482,8/14/21,2/14/21
247484,349680,247484,2/14/21,$297.00 ,247484,5/14/21,6/21/18
247486,152506,247486,2/14/21,$297.00 ,247486,5/14/24,4/27/17
247492,451943,247492,2/14/21,$297.00 ,247492,12/15/22,12/11/18
247508,843520,247508,2/14/21,$297.00 ,247508,9/15/22,2/14/21
247564,102062,247564,2/15/21,$297.00 ,247564,8/15/22,2/15/21
247598,31330,247598,2/15/21,$300.00 ,247598,8/15/21,12/1/17
247600,228528,247600,2/15/21,$300.00 ,247600,5/7/22,10/17/17
247698,19595,247698,2/16/21,$297.00 ,247698,5/16/22,5/2/16
247806,254944,247806,2/17/21,$297.00 ,247806,5/24/23,2/23/18
247820,840082,247820,2/17/21,$297.00 ,247820,3/28/21,2/17/21
247822,31,247822,2/17/21,$300.00 ,247822,3/1/21,12/16/16
247826,459891,247826,2/17/21,$297.00 ,247826,12/15/23,2/17/21
247828,82504,247828,2/17/21,$297.00 ,247828,3/12/23,11/5/16
247830,636961,247830,2/17/21,$297.00 ,247830,2/17/22,10/15/19
247832,498749,247832,2/17/21,$297.00 ,247832,5/17/21,3/14/19
247834,29623,247834,2/17/21,$297.00 ,247834,3/13/23,7/31/16
247836,844494,247836,2/17/21,$297.00 ,247836,5/13/21,2/17/21
247838,832702,247838,2/17/21,$297.00 ,247838,10/17/22,2/17/21
247840,111794,247840,2/17/21,$297.00 ,247840,11/12/21,1/16/17
247842,384650,247842,2/17/21,$297.00 ,247842,5/17/21,7/17/18
247844,357962,247844,2/17/21,$297.00 ,247844,3/17/23,6/23/18
247846,795,247846,2/17/21,$297.00 ,247846,5/17/22,2/12/16
247848,409841,247848,2/17/21,$297.00 ,247848,3/18/23,2/17/21
247850,776500,247850,2/17/21,$297.00 ,247850,8/17/21,2/17/21
247852,844170,247852,2/17/21,$297.00 ,247852,8/17/24,2/17/21
247854,836580,247854,2/17/21,$297.00 ,247854,9/16/21,2/17/21
247858,67866,247858,2/17/21,$300.00 ,247858,8/15/24,12/30/16
247860,845752,247860,2/17/21,$297.00 ,247860,8/17/22,2/17/21
247862,845932,247862,2/17/21,$297.00 ,247862,5/17/22,2/17/21
247864,99672,247864,2/17/21,$297.00 ,247864,5/17/21,1/24/17
247866,104848,247866,2/17/21,$297.00 ,247866,3/24/21,5/23/17
247868,686195,247868,2/17/21,$297.00 ,247868,6/7/26,2/17/21
247870,12083,247870,2/17/21,$297.00 ,247870,12/17/23,2/2/18
247872,696119,247872,2/17/21,$297.00 ,247872,6/17/21,5/22/20
247876,773454,247876,2/17/21,$297.00 ,247876,8/16/21,10/29/20
247878,284506,247878,2/17/21,$297.00 ,247878,5/17/22,1/24/18
247880,590293,247880,2/17/21,$297.00 ,247880,2/3/22,2/17/21
247882,664703,247882,2/17/21,$297.00 ,247882,11/20/22,6/25/20
247884,153580,247884,2/17/21,$297.00 ,247884,10/14/22,10/8/17
247886,53542,247886,2/17/21,$297.00 ,247886,8/17/24,3/8/17
247888,789746,247888,2/17/21,$297.00 ,247888,3/16/21,2/17/21
247890,645135,247890,2/17/21,$298.00 ,247890,5/18/23,2/17/21
247892,2913,247892,2/17/21,$297.00 ,247892,5/17/21,2/17/21
247894,832402,247894,2/17/21,$297.00 ,247894,8/17/21,2/17/21
247900,29085,247900,2/17/21,$297.00 ,247900,3/23/21,12/23/17
247902,635289,247902,2/17/21,$297.00 ,247902,1/1/22,2/17/21
247904,41664,247904,2/17/21,$297.00 ,247904,11/1/21,6/26/16
247912,417643,247912,2/17/21,$297.00 ,247912,11/30/22,11/23/18
247914,777884,247914,2/17/21,$298.00 ,247914,8/17/22,11/7/20
247916,267316,247916,2/17/21,$300.00 ,247916,2/24/21,2/17/21
247918,845052,247918,2/17/21,$297.00 ,247918,2/22/21,2/17/21
247920,32928,247920,2/17/21,$297.00 ,247920,5/3/24,5/18/16
247922,192596,247922,2/17/21,$297.00 ,247922,5/19/22,10/4/17
247924,574917,247924,2/17/21,$300.00 ,247924,11/10/22,2/17/21
247926,272124,247926,2/17/21,$300.00 ,247926,8/17/23,2/17/21
247930,7529,247930,2/17/21,$300.00 ,247930,3/25/21,6/18/16
247932,21149,247932,2/17/21,$297.00 ,247932,8/17/22,2/6/19
247934,184448,247934,2/17/21,$297.00 ,247934,2/28/23,11/3/17
247936,206752,247936,2/17/21,$297.00 ,247936,8/29/22,9/29/18
247938,721965,247938,2/17/21,$300.00 ,247938,3/30/21,2/17/21
247940,299192,247940,2/17/21,$297.00 ,247940,5/17/21,9/15/20
247942,843072,247942,2/17/21,$297.00 ,247942,9/30/21,2/17/21
247946,601487,247946,2/17/21,$300.00 ,247946,4/29/23,7/13/19
247948,839368,247948,2/17/21,$297.00 ,247948,5/17/21,2/17/21
247950,642223,247950,2/17/21,$300.00 ,247950,4/28/21,2/17/21
247954,372632,247954,2/17/21,$300.00 ,247954,8/17/23,2/17/21
247956,493909,247956,2/17/21,$297.00 ,247956,9/17/22,2/17/21
247958,778786,247958,2/17/21,$300.00 ,247958,1/7/24,2/17/21
247962,294468,247962,2/17/21,$297.00 ,247962,5/17/23,2/10/18
247964,74896,247964,2/17/21,$297.00 ,247964,5/17/24,2/17/21
247968,210138,247968,2/17/21,$300.00 ,247968,3/17/23,11/20/18
247974,13587,247974,2/17/21,$300.00 ,247974,5/17/21,12/31/17
247976,412487,247976,2/17/21,$300.00 ,247976,5/17/21,9/30/18
247980,169712,247980,2/17/21,$297.00 ,247980,8/17/21,2/17/21
247982,842428,247982,2/17/21,$297.00 ,247982,7/7/21,2/17/21
247992,845982,247992,2/17/21,$297.00 ,247992,4/6/21,2/17/21
247994,726107,247994,2/17/21,$297.00 ,247994,5/19/21,2/17/21
247996,650633,247996,2/17/21,$297.00 ,247996,2/6/22,2/17/21
248002,837120,248002,2/17/21,$298.00 ,248002,5/13/23,2/17/21
248010,243448,248010,2/17/21,$300.00 ,248010,5/17/21,11/5/17
248012,339,248012,2/17/21,$297.00 ,248012,5/17/21,1/31/16
248014,478701,248014,2/17/21,$298.00 ,248014,9/22/22,1/26/19
248016,840872,248016,2/17/21,$300.00 ,248016,3/21/23,2/17/21
248018,846076,248018,2/17/21,$297.00 ,248018,12/18/23,2/17/21
248022,412241,248022,2/17/21,$297.00 ,248022,8/23/23,4/1/20
248032,842304,248032,2/17/21,$297.00 ,248032,8/26/21,2/17/21
248034,846130,248034,2/17/21,$300.00 ,248034,5/18/21,2/17/21
248040,839946,248040,2/17/21,$297.00 ,248040,5/18/21,2/17/21
248042,846162,248042,2/18/21,$297.00 ,248042,11/18/22,2/18/21
248096,488841,248096,2/18/21,$298.00 ,248096,12/3/22,2/18/21
248104,846270,248104,2/18/21,$297.00 ,248104,5/18/22,2/18/21
248110,844030,248110,2/18/21,$300.00 ,248110,5/18/21,2/18/21
248112,842710,248112,2/18/21,$297.00 ,248112,5/18/21,2/18/21
248120,42996,248120,2/18/21,$297.00 ,248120,8/18/22,11/18/16
248122,306498,248122,2/18/21,$298.00 ,248122,8/18/22,2/11/18
248124,32132,248124,2/18/21,$298.00 ,248124,5/18/21,10/23/20
248126,825682,248126,2/18/21,$300.00 ,248126,8/13/21,2/18/21
248132,97570,248132,2/18/21,$297.00 ,248132,5/18/21,12/21/16
248136,844636,248136,2/18/21,$298.00 ,248136,8/7/22,2/18/21
248138,846354,248138,2/18/21,$297.00 ,248138,5/18/21,2/18/21
248140,335490,248140,2/18/21,$297.00 ,248140,4/13/21,2/18/21
248142,142950,248142,2/18/21,$297.00 ,248142,8/21/23,3/27/17
248144,284248,248144,2/18/21,$300.00 ,248144,7/17/22,1/10/18
248156,30104,248156,2/18/21,$297.00 ,248156,1/24/24,5/1/16
248160,846396,248160,2/18/21,$297.00 ,248160,5/18/21,2/18/21
248162,9733,248162,2/18/21,$297.00 ,248162,5/18/21,11/22/16
248164,169708,248164,2/18/21,$297.00 ,248164,2/27/23,5/30/17
248180,431555,248180,2/18/21,$297.00 ,248180,8/18/21,12/15/18
248182,168816,248182,2/18/21,$297.00 ,248182,5/18/24,6/4/17
248188,270154,248188,2/18/21,$297.00 ,248188,5/18/21,2/9/18
248198,33746,248198,2/18/21,$300.00 ,248198,2/28/21,2/16/18
248200,844914,248200,2/18/21,$300.00 ,248200,5/18/24,2/18/21
248206,602373,248206,2/18/21,$297.00 ,248206,4/7/21,2/18/21
248208,844476,248208,2/18/21,$297.00 ,248208,10/4/23,2/18/21
248214,843300,248214,2/18/21,$297.00 ,248214,4/1/21,2/18/21
248218,394050,248218,2/18/21,$297.00 ,248218,3/7/23,2/18/21
248230,841944,248230,2/19/21,$297.00 ,248230,11/18/21,2/19/21
248290,842006,248290,2/19/21,$298.00 ,248290,11/19/23,2/19/21
248300,161318,248300,2/19/21,$298.00 ,248300,5/19/21,6/13/17
248304,241036,248304,2/19/21,$300.00 ,248304,3/17/22,11/1/17
248314,93662,248314,2/19/21,$300.00 ,248314,5/19/21,12/8/16
248318,287372,248318,2/19/21,$297.00 ,248318,9/6/22,1/12/18
248320,97090,248320,2/19/21,$297.00 ,248320,5/19/22,12/16/16
248328,835678,248328,2/19/21,$297.00 ,248328,8/19/22,2/19/21
248330,813526,248330,2/19/21,$297.00 ,248330,1/19/23,2/19/21
248336,789326,248336,2/19/21,$297.00 ,248336,5/19/21,2/19/21
248342,111228,248342,2/19/21,$297.00 ,248342,12/17/22,3/30/17
248344,161342,248344,2/19/21,$300.00 ,248344,8/19/22,5/11/17
248358,171436,248358,2/19/21,$297.00 ,248358,3/8/21,1/14/18
248360,507423,248360,2/19/21,$297.00 ,248360,4/14/21,11/29/19
248364,484139,248364,2/19/21,$300.00 ,248364,5/19/21,2/1/19
248368,803942,248368,2/19/21,$297.00 ,248368,5/19/21,2/19/21
248370,847712,248370,2/19/21,$297.00 ,248370,2/17/22,2/19/21
248376,3017,248376,2/19/21,$297.00 ,248376,10/29/23,4/2/16
248378,636755,248378,2/19/21,$300.00 ,248378,10/29/22,2/19/21
248382,847590,248382,2/19/21,$298.00 ,248382,3/15/21,2/19/21
248390,494445,248390,2/19/21,$297.00 ,248390,5/19/21,2/19/21
248394,719117,248394,2/19/21,$297.00 ,248394,11/15/22,2/19/21
248396,507513,248396,2/19/21,$300.00 ,248396,9/19/23,2/25/19
248400,494355,248400,2/19/21,$297.00 ,248400,12/1/23,2/19/21
248408,6669,248408,2/19/21,$297.00 ,248408,9/24/23,6/17/16
248416,848198,248416,2/19/21,$297.00 ,248416,2/19/24,2/19/21
248420,313532,248420,2/19/21,$300.00 ,248420,12/18/22,2/27/18
248422,13923,248422,2/19/21,$297.00 ,248422,2/17/23,6/27/16
248424,848404,248424,2/19/21,$297.00 ,248424,5/20/21,2/19/21
248428,594671,248428,2/20/21,$300.00 ,248428,5/20/21,6/26/19
248486,738683,248486,2/20/21,$297.00 ,248486,5/20/22,2/20/21
248488,1773,248488,2/20/21,$297.00 ,248488,3/10/23,3/30/16
248492,805384,248492,2/20/21,$297.00 ,248492,2/17/23,2/20/21
248502,440919,248502,2/20/21,$297.00 ,248502,10/31/23,2/19/19
248503,628333,248503,2/20/21,$300.00 ,248503,5/15/22,5/25/20
248507,841414,248507,2/20/21,$297.00 ,248507,8/20/21,2/20/21
248514,329544,248514,2/20/21,$297.00 ,248514,5/20/21,12/12/18
248518,727571,248518,2/20/21,$297.00 ,248518,5/20/21,2/20/21
248538,242594,248538,2/20/21,$297.00 ,248538,5/20/22,11/4/17
248544,802590,248544,2/20/21,$297.00 ,248544,8/20/21,2/20/21
248546,78592,248546,2/20/21,$297.00 ,248546,3/30/21,12/15/16
248552,144990,248552,2/20/21,$297.00 ,248552,3/23/21,4/29/19
248556,627,248556,2/20/21,$297.00 ,248556,11/2/22,1/30/16
248558,1579,248558,2/20/21,$300.00 ,248558,1/19/22,5/1/16
248572,133310,248572,2/20/21,$297.00 ,248572,3/3/21,5/17/17
248574,74846,248574,2/20/21,$297.00 ,248574,1/6/23,10/16/16
248578,4341,248578,2/21/21,$300.00 ,248578,5/21/21,6/2/17
248648,667009,248648,2/21/21,$297.00 ,248648,5/21/21,3/18/20
248652,674819,248652,2/21/21,$297.00 ,248652,5/21/24,4/3/20
248660,42914,248660,2/21/21,$297.00 ,248660,5/15/22,6/27/16
248662,662659,248662,2/21/21,$297.00 ,248662,1/19/24,2/22/20
248664,2895,248664,2/21/21,$297.00 ,248664,5/21/23,1/27/19
248666,188432,248666,2/21/21,$297.00 ,248666,8/12/21,7/20/17
248680,53024,248680,2/21/21,$298.00 ,248680,7/3/23,12/27/16
248682,98222,248682,2/21/21,$297.00 ,248682,2/22/23,2/21/21
248688,131248,248688,2/21/21,$297.00 ,248688,5/21/21,3/11/17
248696,90968,248696,2/21/21,$297.00 ,248696,5/21/21,9/3/19
248698,651743,248698,2/21/21,$300.00 ,248698,3/23/21,1/9/20
248700,227208,248700,2/21/21,$297.00 ,248700,2/16/23,11/9/17
248702,742455,248702,2/21/21,$297.00 ,248702,5/21/21,8/16/20
248706,636873,248706,2/21/21,$297.00 ,248706,5/21/21,6/28/20
248712,32598,248712,2/21/21,$297.00 ,248712,11/24/21,5/11/16
248714,14273,248714,2/21/21,$300.00 ,248714,5/21/21,3/30/16
248722,43086,248722,2/21/21,$297.00 ,248722,9/26/22,8/20/20
248724,273324,248724,2/21/21,$297.00 ,248724,12/20/23,12/15/17
248726,826628,248726,2/21/21,$298.00 ,248726,8/21/21,2/21/21
248728,281666,248728,2/21/21,$297.00 ,248728,5/21/21,1/2/18
248730,798516,248730,2/21/21,$297.00 ,248730,5/8/24,12/18/20
248732,587687,248732,2/21/21,$300.00 ,248732,5/21/21,9/4/19
248734,65082,248734,2/21/21,$297.00 ,248734,5/5/24,1/26/17
248738,6767,248738,2/21/21,$297.00 ,248738,8/21/22,2/9/16
248742,148514,248742,2/21/21,$298.00 ,248742,5/21/21,4/9/17
248746,843360,248746,2/21/21,$297.00 ,248746,2/27/23,2/21/21
248750,35614,248750,2/21/21,$300.00 ,248750,10/2/22,7/14/16
248752,799804,248752,2/21/21,$300.00 ,248752,5/27/22,2/21/21
248754,3643,248754,2/21/21,$297.00 ,248754,5/22/21,1/31/16
248756,86960,248756,2/21/21,$297.00 ,248756,3/8/22,2/23/17
248760,782338,248760,2/21/21,$297.00 ,248760,5/22/21,2/21/21
248762,318226,248762,2/21/21,$300.00 ,248762,5/3/21,2/21/21
248764,620965,248764,2/21/21,$300.00 ,248764,8/22/21,5/6/20
248772,8065,248772,2/22/21,$300.00 ,248772,4/1/21,7/8/17
248836,160840,248836,2/22/21,$297.00 ,248836,11/19/23,2/9/18
248846,35664,248846,2/22/21,$297.00 ,248846,5/22/21,12/18/18
248848,289058,248848,2/22/21,$297.00 ,248848,5/22/21,7/23/18
248850,10857,248850,2/22/21,$297.00 ,248850,5/4/21,11/15/16
248858,18889,248858,2/22/21,$297.00 ,248858,4/7/21,5/18/16
248860,29663,248860,2/22/21,$297.00 ,248860,7/19/23,8/5/16
248864,188380,248864,2/22/21,$297.00 ,248864,9/14/22,7/18/17
248870,7155,248870,2/22/21,$297.00 ,248870,5/22/21,2/12/16
248872,784842,248872,2/22/21,$297.00 ,248872,5/22/21,2/22/21
248874,806274,248874,2/22/21,$298.00 ,248874,3/22/23,2/22/21
248878,690175,248878,2/22/21,$297.00 ,248878,1/20/22,5/8/20
248880,840838,248880,2/22/21,$297.00 ,248880,5/22/21,2/22/21
248882,597459,248882,2/22/21,$300.00 ,248882,5/22/21,9/3/19
248884,88816,248884,2/22/21,$297.00 ,248884,5/22/21,2/2/17
248886,78006,248886,2/22/21,$297.00 ,248886,12/22/23,1/18/19
248900,632943,248900,2/22/21,$297.00 ,248900,3/23/21,10/1/19
